Dataset,Algorithm,Fitness_Mean,Fitness_Std,KNN_Acc_Mean,RF_Acc_Mean,RF_Acc_Std,Selected_Mean,Selected_Std,Time_Mean
Parkinsons,BGOA,0.02537673343605545,0.014182063956964955,0.9790960451977401,0.9065438596491227,0.01531505594995936,10.3,2.368543856465402,4.824061592419942
Parkinsons,BWSO,0.028293271700051345,0.01540335432723871,0.9757062146892654,0.9081491228070177,0.014676959055473183,9.333333333333334,2.0709632756012093,1.391010324160258
Parkinsons,BEHO,0.020658448895737012,0.01300002227044534,0.9830508474576269,0.9087280701754388,0.021524115545485042,8.533333333333333,1.667999467092907,3.573826281229655
Parkinsons,BCMAES,0.01985541859270672,0.01515344929677901,0.9830508474576269,0.9104649122807018,0.019497577013247155,6.766666666666667,1.9947152400502906,1.4081362247467042
Colon,AMPA_FS,0.07885771929824564,0.06691488061283514,0.9228070175438595,0.8770634920634922,0.020356640050723004,48.733333333333334,6.762313870923834,2.8358105421066284
Colon,BMPA,0.07582903508771932,0.06921460164268488,0.926315789473684,0.8764285714285714,0.0214316576260835,57.63333333333333,12.346344488237085,2.8477487484614055
Colon,BPSO,0.07611736842105267,0.06665669554680037,0.926315789473684,0.8750000000000001,0.017144510502280674,63.4,6.359245238233859,4.06834864616394
Colon,BGA,0.046087894736842126,0.04986496366573471,0.9543859649122806,0.8673015873015874,0.020425679054254558,18.6,4.6946778377222005,3.6730923573176066
Colon,BGWO,0.08581157894736847,0.06676114077888332,0.9175438596491226,0.8747619047619047,0.01772810520855836,83.6,5.076744363598913,6.230394514401754
Colon,BWOA,0.08039605263157895,0.06551007653260987,0.9228070175438595,0.875952380952381,0.01578567238855798,79.5,5.32760108616752,4.080577357610067
Colon,BSSA,0.08392973684210528,0.06548314368030732,0.919298245614035,0.8740476190476191,0.017821127702606066,80.7,4.532475409015843,4.115593981742859
Colon,BHHO,0.08212456140350882,0.06555959397809827,0.9210526315789472,0.8761111111111111,0.018772651556454835,79.33333333333333,5.324993479390896,4.096299235026041
Colon,BSCA,0.08054438596491233,0.06683144052141043,0.9228070175438595,0.8772222222222222,0.015849387174970586,82.46666666666667,6.829999186595039,4.084282652537028
Colon,BGOA,0.08620324561403511,0.06678935309143764,0.9175438596491226,0.8732539682539682,0.020451104357421528,91.43333333333334,9.247281882922259,4.841871722539266
Colon,BWSO,0.08558491228070178,0.06677169454905034,0.9175438596491226,0.8754761904761905,0.016255123036855522,79.06666666666666,5.390938899878408,4.01230005423228
Colon,BEHO,0.08338640350877197,0.06690904365859053,0.919298245614035,0.8803174603174605,0.012908968642125384,69.83333333333333,3.9756201472921875,4.034618838628133
Colon,BCMAES,0.04956991228070177,0.05017903673770529,0.9508771929824561,0.8631746031746032,0.02785295948329061,18.766666666666666,6.834634022551772,3.9664938847223916
SRBCT,AMPA_FS,0.0022616666666666666,0.0003092149557975631,1.0,0.9832870370370371,0.013173635312719766,45.233333333333334,6.184299115951261,2.9423722426096597
SRBCT,BMPA,0.0025516666666666665,0.00026692175299555907,1.0,0.9889814814814816,0.010918076276284189,51.03333333333333,5.33843505991118,2.7910223325093586
SRBCT,BPSO,0.003,0.00012449899597988734,1.0,0.9882407407407408,0.012657105986819846,60.0,2.4899799195977463,4.199478689829508
SRBCT,BGA,0.0008833333333333334,0.0001260511360079269,1.0,0.9655092592592591,0.019090978216045978,17.666666666666668,2.5210227201585385,3.7758484919865927
SRBCT,BGWO,0.0040416666666666665,0.00016025153838748483,1.0,0.9914351851851853,0.009522305234667029,80.83333333333333,3.2050307677496988,6.338389126459758
SRBCT,BWOA,0.0038433333333333327,0.00010857664983268236,1.0,0.9902314814814815,0.009672381062508917,76.86666666666666,2.171532996653644,4.21878801981608
SRBCT,BSSA,0.0038883333333333335,0.00012889487533990224,1.0,0.9916203703703703,0.008896722050132342,77.76666666666667,2.577897506798041,4.327767380078634
